din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-04 14:00:00;N;NORTE;SE;SUDESTE;-952.474
2024-01-04 14:00:00;NE;NORDESTE;SE;SUDESTE;-113.538
2024-01-04 14:00:00;SE;SUDESTE;S;SUL;-3206.458
2024-01-04 15:00:00;N;NORTE;NE;NORDESTE;-6.849
2024-01-04 15:00:00;N;NORTE;SE;SUDESTE;-1221.518
2024-01-04 15:00:00;NE;NORDESTE;SE;SUDESTE;-181.513
2024-01-04 15:00:00;SE;SUDESTE;S;SUL;-2812.978
2024-01-04 16:00:00;N;NORTE;NE;NORDESTE;221.315
2024-01-04 16:00:00;N;NORTE;SE;SUDESTE;-1338.414
2024-01-04 16:00:00;NE;NORDESTE;SE;SUDESTE;-211.538
2024-01-04 16:00:00;SE;SUDESTE;S;SUL;-2547.268
2024-01-04 17:00:00;N;NORTE;NE;NORDESTE;918.134
2024-01-04 17:00:00;N;NORTE;SE;SUDESTE;-1498.45
2024-01-04 17:00:00;NE;NORDESTE;SE;SUDESTE;-704.346
2024-01-04 17:00:00;SE;SUDESTE;S;SUL;-2900.916
2024-01-04 18:00:00;N;NORTE;NE;NORDESTE;1254.317
2024-01-04 18:00:00;N;NORTE;SE;SUDESTE;-1338.874
2024-01-04 18:00:00;NE;NORDESTE;SE;SUDESTE;-672.70399999
2024-01-04 18:00:00;SE;SUDESTE;S;SUL;-3984.996
2024-01-04 19:00:00;N;NORTE;NE;NORDESTE;929.363
2024-01-04 19:00:00;N;NORTE;SE;SUDESTE;-801.104
2024-01-04 19:00:00;NE;NORDESTE;SE;SUDESTE;217.66399999
2024-01-04 19:00:00;SE;SUDESTE;S;SUL;-3131.612
2024-01-04 20:00:00;N;NORTE;NE;NORDESTE;1177.771
2024-01-04 20:00:00;N;NORTE;SE;SUDESTE;-256.514
2024-01-04 20:00:00;NE;NORDESTE;SE;SUDESTE;668.38699999
2024-01-04 20:00:00;SE;SUDESTE;S;SUL;-2606.98999999
2024-01-04 21:00:00;N;NORTE;NE;NORDESTE;1270.801
2024-01-04 21:00:00;N;NORTE;SE;SUDESTE;-739.719
2024-01-04 21:00:00;NE;NORDESTE;SE;SUDESTE;386.148
2024-01-04 21:00:00;SE;SUDESTE;S;SUL;-2778.492
2024-01-04 22:00:00;N;NORTE;NE;NORDESTE;1209.732
